,count,Random,MostPop,UserKNN,ItemKNN,UserKNN with means,BPR,MF,PMF,NMF,WMF,HPF,NeuMF,VAECF
3264,0.004966887417218543,12,0,1,0,2,0,2,2,1,0,0,0,0
2394,0.004966887417218543,5,0,0,0,0,0,0,0,0,0,0,0,0
2325,0.004966887417218543,8,0,0,0,0,0,1,0,0,0,0,0,0
2669,0.004966887417218543,10,0,0,0,0,0,0,0,0,0,0,0,0
2933,0.004966887417218543,9,1,1,1,2,1,2,1,1,1,1,1,1
3182,0.004966887417218543,6,1,1,1,1,1,2,2,1,1,1,1,1
2645,0.004966887417218543,11,0,0,0,0,0,0,1,1,0,0,0,0
2721,0.004966887417218543,5,0,0,0,0,0,1,0,0,0,0,0,0
3008,0.004966887417218543,10,0,0,0,0,0,0,0,0,0,0,0,0
2937,0.004966887417218543,7,0,3,0,1,0,1,1,1,0,0,0,0
1567,0.004966887417218543,7,1,1,1,2,1,2,1,2,1,1,1,1
2157,0.004966887417218543,5,1,1,1,1,1,1,1,1,1,1,1,1
2594,0.004966887417218543,7,0,0,0,0,0,0,0,2,0,0,0,0
1779,0.004966887417218543,7,0,0,0,0,0,0,0,0,0,0,0,0
3261,0.004966887417218543,5,0,0,0,0,0,1,0,0,0,0,0,0
1729,0.004966887417218543,10,0,2,0,2,0,1,1,2,0,1,0,0
3252,0.004801324503311258,6,0,0,0,0,0,0,0,0,0,0,0,0
2682,0.004801324503311258,8,0,0,0,0,0,0,0,0,0,0,0,0
1581,0.004801324503311258,9,1,2,2,2,1,3,2,2,2,2,2,2
2007,0.004801324503311258,8,0,0,0,0,0,0,0,0,0,0,0,0
2807,0.004801324503311258,13,0,1,1,0,0,1,1,1,0,0,0,0
2924,0.004801324503311258,14,1,1,1,1,1,1,1,1,1,1,1,1
3158,0.004801324503311258,9,0,0,0,0,0,0,0,0,0,0,0,0
2399,0.004801324503311258,12,0,0,0,0,0,0,0,0,0,0,0,0
3165,0.004801324503311258,13,0,1,0,1,0,3,1,1,0,0,0,0
3034,0.004801324503311258,21,1,1,3,1,1,3,2,2,1,1,1,1
3189,0.004801324503311258,7,0,0,0,0,0,0,0,0,0,0,0,0
2718,0.004801324503311258,8,0,0,0,0,0,0,0,0,0,0,0,0
2831,0.004801324503311258,7,0,0,0,0,0,1,0,0,0,0,0,0
2112,0.004801324503311258,6,0,0,0,0,0,0,0,0,0,0,0,0
3031,0.004801324503311258,10,1,1,2,3,1,2,1,1,1,1,1,1
2539,0.004801324503311258,13,0,1,0,0,0,0,1,0,0,0,0,0
2192,0.004801324503311258,12,0,0,0,1,0,0,0,0,0,0,0,0
2326,0.004801324503311258,15,1,1,1,2,1,2,2,1,1,1,1,2
3333,0.004801324503311258,11,0,0,0,1,0,1,0,0,0,0,0,0
2715,0.004801324503311258,8,0,3,0,2,0,2,1,1,0,0,0,0
1763,0.004635761589403974,13,0,0,0,0,0,0,0,0,0,0,0,0
2246,0.004635761589403974,4,1,2,1,2,1,3,3,2,1,1,1,1
1616,0.004635761589403974,13,1,1,1,2,1,1,3,2,1,1,1,1
2907,0.004635761589403974,11,0,0,0,0,0,0,0,2,0,0,0,0
2663,0.004635761589403974,11,1,1,1,1,1,1,1,1,1,1,1,1
3069,0.004635761589403974,10,0,0,1,1,0,2,0,0,0,0,0,0
3276,0.004635761589403974,10,0,0,0,0,0,1,0,0,0,0,0,0
3317,0.004635761589403974,9,0,0,0,0,0,0,0,0,0,0,0,0
1375,0.004635761589403974,18,0,0,1,1,0,2,0,0,0,0,0,0
2940,0.004635761589403974,9,0,0,0,0,0,0,0,0,0,0,0,0
3229,0.004635761589403974,9,0,0,0,0,0,1,0,0,0,0,0,0
3170,0.004635761589403974,9,0,0,0,0,0,0,0,0,0,0,0,0
2401,0.004635761589403974,9,3,2,4,3,3,3,3,3,2,3,2,3
3315,0.004635761589403974,13,0,0,1,0,0,0,0,0,0,0,0,0
2629,0.004635761589403974,12,0,5,0,1,0,2,0,2,0,0,0,0
2726,0.004635761589403974,11,0,0,0,1,0,0,0,0,0,0,0,0
2832,0.004635761589403974,7,0,1,0,1,0,1,0,1,0,0,0,0
3174,0.004635761589403974,9,0,0,0,0,0,0,0,0,0,0,0,0
3100,0.004635761589403974,14,3,3,3,3,3,3,3,3,3,3,3,3
3268,0.004635761589403974,17,0,0,0,0,0,0,0,0,0,0,0,0
2763,0.004635761589403974,10,0,2,0,0,0,0,0,1,0,0,0,0
3280,0.004635761589403974,10,1,1,1,1,1,1,1,1,1,1,1,1
3111,0.004635761589403974,13,1,1,1,1,1,2,1,1,1,1,1,1
2904,0.004635761589403974,11,0,0,0,1,0,1,0,0,0,0,0,0
2359,0.004635761589403974,12,1,1,1,1,1,1,1,1,1,2,1,1
3344,0.004635761589403974,8,0,0,0,0,0,0,0,0,0,0,0,0
1776,0.004470198675496689,11,0,0,0,0,0,0,0,0,0,0,0,0
3083,0.004470198675496689,11,0,0,0,0,0,1,0,0,0,0,0,0
3355,0.004470198675496689,10,1,3,1,1,1,1,1,1,1,1,1,1
1288,0.004470198675496689,15,0,4,0,3,0,1,3,4,0,0,0,0
2166,0.004470198675496689,12,1,1,1,1,1,1,1,1,1,1,1,1
2339,0.004470198675496689,9,0,0,0,1,0,0,0,1,0,0,0,0
3046,0.004470198675496689,12,0,0,0,0,0,0,0,0,0,0,0,0
2963,0.004470198675496689,13,0,0,1,0,0,0,0,0,0,0,0,0
2085,0.004470198675496689,10,0,0,0,0,0,0,1,1,0,0,0,0
2549,0.004470198675496689,13,0,7,0,4,0,0,2,6,0,0,0,0
2194,0.004470198675496689,7,1,1,1,1,1,1,1,1,1,1,1,1
1785,0.004470198675496689,10,0,0,0,0,0,0,0,0,0,0,0,0
2834,0.004470198675496689,14,0,0,0,0,0,0,0,0,0,0,0,0
750,0.004470198675496689,9,0,0,0,2,0,2,0,0,0,0,0,0
2680,0.004470198675496689,11,0,2,0,1,0,0,2,1,0,0,0,0
3018,0.004470198675496689,12,1,1,2,1,1,3,1,2,1,1,1,1
3057,0.004304635761589404,10,0,0,0,0,0,0,0,0,0,0,0,0
3030,0.004304635761589404,9,1,1,2,1,1,1,2,2,1,2,1,3
1806,0.004304635761589404,7,0,0,1,0,0,0,0,0,0,0,0,0
2975,0.004304635761589404,9,0,0,0,0,0,0,0,0,0,0,0,0
2908,0.004304635761589404,11,1,2,1,2,1,3,3,2,2,2,1,2
2695,0.004304635761589404,13,0,0,0,0,0,0,0,0,0,0,0,0
3262,0.004304635761589404,11,1,1,1,1,1,1,1,1,1,1,1,1
2595,0.004304635761589404,8,0,0,0,0,0,0,0,0,0,0,0,0
2709,0.004304635761589404,14,0,0,0,0,0,1,1,0,0,0,0,0
1548,0.004304635761589404,13,0,0,0,0,0,1,0,0,0,0,0,0
2724,0.004304635761589404,12,0,0,0,0,0,0,0,0,0,0,0,0
1952,0.004304635761589404,14,0,0,0,0,0,0,0,0,0,0,0,0
2667,0.004304635761589404,7,1,2,2,2,1,2,2,2,1,2,1,2
2442,0.004304635761589404,12,0,0,0,0,0,0,0,0,0,0,0,0
1356,0.004304635761589404,12,1,1,3,1,1,1,1,1,1,1,1,1
3401,0.004304635761589404,12,0,0,0,0,0,0,0,0,0,0,0,0
3295,0.004304635761589404,16,0,1,0,2,0,0,2,1,0,1,0,0
2930,0.0041390728476821195,9,1,1,1,1,1,1,1,1,1,1,1,1
1519,0.0041390728476821195,9,0,0,0,1,0,1,1,1,0,0,0,0
2806,0.0041390728476821195,11,0,1,1,1,0,1,1,1,0,1,0,1
3175,0.0041390728476821195,15,0,0,0,0,0,0,0,0,0,0,0,0
1238,0.0041390728476821195,9,0,1,0,0,0,0,0,1,0,0,0,0
3389,0.0041390728476821195,10,1,1,1,4,1,1,1,1,1,1,1,1
2024,0.0041390728476821195,13,0,0,0,0,0,0,0,0,0,0,0,0
3038,0.0041390728476821195,16,0,1,1,0,0,0,0,0,0,1,0,1
2938,0.0041390728476821195,7,0,4,1,1,0,2,0,1,0,0,0,0
3066,0.0041390728476821195,11,0,0,0,0,0,0,0,0,0,0,0,0
3311,0.0041390728476821195,12,0,0,0,0,0,0,0,0,0,0,0,0
2860,0.0041390728476821195,11,1,1,1,1,1,1,1,1,1,1,1,1
2140,0.0041390728476821195,9,0,0,0,0,0,1,0,0,0,0,0,0
2795,0.0041390728476821195,11,0,0,0,0,0,3,0,0,0,0,0,0
3137,0.0041390728476821195,6,0,0,0,0,0,0,0,0,0,0,0,0
3092,0.0041390728476821195,12,0,0,0,0,0,2,0,0,0,0,0,0
2356,0.0041390728476821195,10,0,0,0,1,0,0,0,0,0,0,0,0
2992,0.0041390728476821195,17,0,0,0,0,0,0,0,0,0,0,0,0
2968,0.0041390728476821195,18,0,0,0,0,0,1,0,1,0,0,0,0
3202,0.003973509933774834,7,0,0,0,0,0,0,0,0,0,0,0,0
3258,0.003973509933774834,10,1,1,1,1,1,1,1,1,1,1,1,1
2797,0.003973509933774834,11,0,0,0,0,0,0,0,0,0,0,0,0
2902,0.003973509933774834,11,0,0,0,1,0,0,1,1,0,0,0,0
1622,0.003973509933774834,10,1,1,1,1,1,1,1,1,1,1,1,1
3016,0.003973509933774834,10,1,1,1,1,1,1,1,1,1,1,1,1
2607,0.003973509933774834,20,1,1,1,1,1,1,1,1,1,1,1,1
3014,0.003973509933774834,11,0,0,0,0,0,0,0,0,0,0,0,0
3036,0.003973509933774834,10,0,0,1,1,0,0,1,0,0,0,0,0
2822,0.003973509933774834,8,2,2,2,3,2,2,2,2,2,2,2,2
705,0.003973509933774834,10,0,7,0,0,0,1,1,3,0,1,0,0
2900,0.003973509933774834,8,0,3,0,0,0,2,1,0,0,0,0,0
2287,0.003973509933774834,11,0,0,0,0,0,0,0,0,0,0,0,0
3103,0.003973509933774834,8,0,0,0,1,0,1,1,1,0,0,0,0
1754,0.003973509933774834,10,0,0,0,1,0,0,0,0,0,0,0,0
2883,0.003973509933774834,8,0,0,0,0,0,0,0,0,0,0,0,0
3094,0.003973509933774834,14,0,0,0,0,0,0,0,0,0,0,0,0
3141,0.003973509933774834,13,0,0,1,1,0,0,0,0,0,0,0,0
2845,0.003973509933774834,12,0,0,0,0,0,0,0,0,0,0,0,0
3063,0.003973509933774834,14,1,1,1,1,1,1,1,1,1,1,1,1
2564,0.003973509933774834,9,1,7,1,5,1,3,2,1,1,1,1,1
2453,0.003973509933774834,9,0,0,0,0,0,0,0,0,0,0,0,0
3281,0.003973509933774834,14,0,4,0,2,0,0,0,2,0,0,0,0
3140,0.0038079470198675498,9,0,0,0,0,0,0,0,0,0,0,0,0
2609,0.0038079470198675498,11,2,4,3,6,2,5,5,5,2,2,2,2
1514,0.0038079470198675498,4,0,0,0,0,0,0,0,0,0,0,0,0
2346,0.0038079470198675498,13,0,0,0,0,0,0,0,0,0,0,0,0
3345,0.0038079470198675498,17,0,0,0,0,0,0,0,0,0,0,0,0
2989,0.0038079470198675498,10,0,0,0,0,0,0,0,0,0,0,0,0
2691,0.0038079470198675498,17,0,3,0,0,0,0,2,3,0,0,0,0
3338,0.0038079470198675498,8,0,0,0,0,0,0,0,0,0,0,0,0
2224,0.0038079470198675498,14,0,2,0,1,0,1,1,1,0,0,0,0
3051,0.0038079470198675498,14,1,1,1,2,1,2,1,1,1,1,1,1
1937,0.0038079470198675498,10,0,0,0,0,0,0,0,0,0,0,0,0
1527,0.0038079470198675498,7,0,1,2,1,0,2,1,1,1,0,0,1
3078,0.0038079470198675498,13,0,1,0,1,0,2,1,2,0,0,0,0
3221,0.0038079470198675498,12,0,0,1,0,0,0,0,0,0,0,0,0
3429,0.0038079470198675498,8,0,0,0,0,0,0,0,0,0,0,0,0
3277,0.0038079470198675498,14,0,0,0,0,0,0,0,0,0,0,0,0
2898,0.0038079470198675498,13,0,0,0,0,0,0,0,1,0,0,0,0
2758,0.0038079470198675498,4,0,0,0,0,0,0,1,0,0,0,0,0
2897,0.0038079470198675498,9,0,5,0,0,0,0,1,2,0,0,0,0
3466,0.003642384105960265,9,0,1,0,1,0,0,1,0,0,0,0,0
3373,0.003642384105960265,21,0,0,1,1,0,1,0,0,0,0,0,0
1167,0.003642384105960265,10,0,0,0,0,0,0,0,0,0,0,0,0
784,0.003642384105960265,12,1,1,1,1,1,1,1,1,1,1,1,1
2029,0.003642384105960265,17,1,1,1,1,1,1,2,1,1,1,1,1
2358,0.003642384105960265,11,0,1,0,0,0,1,0,1,0,0,0,0
3370,0.003642384105960265,18,0,0,0,2,0,1,1,0,0,0,0,0
2681,0.003642384105960265,13,0,0,0,0,0,0,0,0,0,0,0,0
2441,0.003642384105960265,11,1,3,1,1,1,2,2,3,1,1,1,1
2229,0.003642384105960265,11,0,0,0,0,0,0,0,0,0,0,0,0
3117,0.003642384105960265,11,1,1,1,1,1,1,1,1,1,1,1,1
3119,0.003642384105960265,9,0,0,0,0,0,0,0,0,0,0,0,0
2601,0.003642384105960265,9,0,0,0,0,0,0,0,0,0,0,0,0
2973,0.003642384105960265,14,0,0,1,1,0,1,1,0,0,0,0,1
2819,0.00347682119205298,11,0,0,0,0,0,1,0,1,0,0,0,0
2833,0.00347682119205298,5,0,0,0,0,0,0,0,0,0,0,0,0
3044,0.00347682119205298,7,0,0,0,0,0,0,0,0,0,0,0,0
3017,0.00347682119205298,11,0,0,0,0,0,0,1,0,0,0,0,0
3207,0.00347682119205298,12,0,0,0,0,0,0,0,0,0,0,0,0
318,0.00347682119205298,11,0,0,0,0,0,0,0,0,0,0,0,0
2748,0.00347682119205298,12,0,1,1,1,0,1,1,0,0,0,0,0
1201,0.00347682119205298,6,0,2,1,1,0,0,1,1,0,0,0,0
3087,0.00347682119205298,16,0,0,0,1,0,0,0,1,0,0,0,0
2810,0.00347682119205298,10,1,1,1,1,1,2,1,1,1,1,1,1
3135,0.00347682119205298,12,0,2,1,1,0,2,1,1,0,0,0,0
3129,0.00347682119205298,13,0,0,0,1,0,1,0,0,0,0,0,0
2226,0.00347682119205298,6,0,0,0,0,0,0,0,0,0,0,0,0
2256,0.00347682119205298,12,0,0,0,0,0,0,0,0,0,0,0,0
3122,0.00347682119205298,8,1,1,1,1,1,1,1,1,1,1,1,1
3173,0.00347682119205298,5,0,2,2,2,0,2,2,3,0,1,0,2
3047,0.00347682119205298,8,0,0,0,0,0,1,0,0,0,0,0,0
2966,0.00347682119205298,8,0,0,0,0,0,0,0,0,0,0,0,0
2685,0.00347682119205298,7,0,0,0,0,0,0,0,0,0,0,0,0
1774,0.00347682119205298,8,0,0,0,0,0,0,0,0,0,0,0,0
2678,0.00347682119205298,12,0,0,1,1,0,1,0,0,0,0,0,0
3253,0.0033112582781456954,9,0,0,0,0,0,0,0,1,0,0,0,0
3212,0.0033112582781456954,14,0,0,0,0,0,0,0,0,0,0,0,0
1787,0.0033112582781456954,10,0,0,0,0,0,0,0,0,0,0,0,0
3234,0.0033112582781456954,11,0,0,0,0,0,0,0,0,0,0,0,0
3166,0.0033112582781456954,17,0,0,0,0,0,0,0,0,0,0,0,0
3208,0.0033112582781456954,13,0,0,0,0,0,0,0,0,0,0,0,0
2997,0.0033112582781456954,16,0,0,0,1,0,0,0,0,0,0,0,0
2931,0.0033112582781456954,10,0,0,0,0,0,0,0,1,0,0,0,0
2835,0.0033112582781456954,10,2,2,2,2,2,2,2,2,2,2,2,2
2463,0.0033112582781456954,10,0,0,0,0,0,0,0,0,0,0,0,0
2668,0.0033112582781456954,9,0,2,1,0,0,0,0,1,0,0,0,0
1788,0.0033112582781456954,10,0,0,0,0,0,0,0,0,0,0,0,0
2469,0.0033112582781456954,4,0,0,0,1,0,0,0,0,0,0,0,0
2090,0.0033112582781456954,12,1,2,1,2,1,2,2,1,1,1,1,1
3332,0.0033112582781456954,16,0,0,0,0,0,0,0,0,0,0,0,0
2932,0.0033112582781456954,9,0,0,0,0,0,0,0,0,0,0,0,0
2867,0.0033112582781456954,12,0,0,0,0,0,1,0,0,0,0,0,0
3162,0.0033112582781456954,15,0,0,0,0,0,0,0,0,0,0,0,0
3110,0.0033112582781456954,14,0,4,0,1,0,1,1,2,0,0,0,0
3198,0.0033112582781456954,10,0,0,0,0,0,0,0,0,0,0,0,0
1947,0.0033112582781456954,8,0,0,0,0,0,0,0,0,0,0,0,0
3213,0.0033112582781456954,10,0,0,0,0,0,0,0,0,0,0,0,0
1798,0.0033112582781456954,6,0,0,0,0,0,0,0,0,0,0,0,0
3224,0.0033112582781456954,10,1,1,1,1,1,2,1,1,1,1,1,1
1800,0.0033112582781456954,10,0,0,0,0,0,0,0,0,0,0,0,0
3223,0.0033112582781456954,7,0,0,0,0,0,0,0,0,0,0,0,0
1923,0.0033112582781456954,6,0,4,0,1,0,2,0,2,0,0,0,0
3367,0.0033112582781456954,11,0,1,1,1,0,0,1,1,0,0,0,0
3169,0.0033112582781456954,12,0,6,0,1,0,0,0,0,0,0,0,0
3237,0.0033112582781456954,9,0,0,1,1,0,1,1,1,0,0,0,0
1489,0.0033112582781456954,10,2,2,2,2,2,3,2,2,2,2,2,2
2247,0.0033112582781456954,7,1,1,1,1,1,2,1,1,1,1,1,1
3054,0.0031456953642384107,18,1,1,1,1,1,1,1,1,1,1,1,1
2876,0.0031456953642384107,9,1,1,1,1,1,1,1,1,1,1,1,1
3283,0.0031456953642384107,15,2,2,2,2,2,2,2,2,2,2,2,2
2707,0.0031456953642384107,15,0,0,0,0,0,1,1,0,0,0,0,0
1849,0.0031456953642384107,15,1,1,1,1,1,1,1,1,1,1,1,1
3346,0.0031456953642384107,11,0,0,0,0,0,0,0,0,0,0,0,0
3233,0.0031456953642384107,8,0,0,0,0,0,0,0,0,0,0,0,0
3123,0.0031456953642384107,13,0,0,0,0,0,0,0,0,0,0,0,0
3206,0.0031456953642384107,10,0,0,0,0,0,0,0,0,0,0,0,0
3250,0.0031456953642384107,13,0,0,0,0,0,0,0,0,0,0,0,0
2579,0.0031456953642384107,15,0,0,1,0,0,0,0,0,0,0,0,0
1656,0.0031456953642384107,8,0,0,0,0,0,0,0,0,0,0,0,0
2605,0.0031456953642384107,15,0,0,0,0,0,0,0,0,0,0,0,0
3316,0.0031456953642384107,5,1,1,1,1,1,1,1,1,1,1,1,1
2557,0.0031456953642384107,6,0,0,0,2,0,1,0,0,0,0,0,0
3575,0.0031456953642384107,5,0,0,0,0,0,0,0,0,0,0,0,0
3093,0.002980132450331126,14,1,1,2,2,1,2,2,2,1,1,1,2
3235,0.002980132450331126,8,0,0,0,0,0,0,0,0,0,0,0,0
3309,0.002980132450331126,9,0,0,1,2,0,2,1,0,0,0,0,0
2375,0.002980132450331126,8,0,0,0,0,0,0,0,0,0,0,0,0
2195,0.002980132450331126,15,0,0,0,1,0,0,0,0,0,0,0,0
2698,0.002980132450331126,15,0,0,0,0,0,0,0,0,0,0,0,0
1197,0.002980132450331126,14,0,2,1,2,0,0,0,0,0,0,0,0
3019,0.002980132450331126,12,0,0,0,0,0,2,0,0,0,0,0,0
3194,0.002980132450331126,10,0,0,0,0,0,0,0,0,0,0,0,0
1554,0.002980132450331126,4,0,0,0,0,0,0,0,0,0,0,0,0
3354,0.002980132450331126,12,0,0,0,0,0,0,0,0,0,0,0,0
3284,0.002980132450331126,9,0,0,0,0,0,0,0,0,0,0,0,0
1490,0.002980132450331126,10,1,1,1,1,1,1,1,1,1,1,1,1
2423,0.002980132450331126,8,0,0,0,0,0,0,0,0,0,0,0,0
3181,0.002980132450331126,16,0,0,0,0,0,0,0,0,0,0,0,0
3187,0.002980132450331126,8,0,0,0,0,0,0,0,0,0,0,0,0
3201,0.002980132450331126,15,1,1,1,2,1,2,1,1,1,1,1,1
3064,0.002980132450331126,11,0,2,1,1,0,1,1,2,0,0,0,0
3395,0.002814569536423841,12,0,0,0,0,0,0,0,0,0,0,0,0
3390,0.002814569536423841,9,0,0,0,0,0,0,0,0,0,0,0,0
3294,0.002814569536423841,11,0,0,0,0,0,0,0,0,0,0,0,0
3392,0.002814569536423841,12,0,0,0,0,0,0,0,0,0,0,0,0
1990,0.002814569536423841,10,0,0,0,0,0,0,0,0,0,0,0,0
1480,0.002814569536423841,10,0,0,1,0,0,0,0,0,0,0,0,0
2311,0.002814569536423841,8,1,1,1,1,1,1,1,1,1,1,1,1
3299,0.002814569536423841,15,0,0,0,0,0,0,0,0,0,0,0,0
3365,0.002814569536423841,11,0,0,0,0,0,0,0,0,0,0,0,0
3416,0.002814569536423841,12,0,0,0,0,0,0,0,0,0,0,0,0
3248,0.002814569536423841,7,0,0,0,0,0,0,0,0,0,0,0,0
3459,0.002814569536423841,15,1,1,1,1,1,1,1,1,1,1,1,1
3045,0.002814569536423841,9,0,0,0,0,0,0,0,0,0,0,0,0
3406,0.002814569536423841,17,0,0,0,0,0,0,0,0,0,0,0,0
2944,0.002814569536423841,12,0,0,0,0,0,0,0,0,0,0,0,0
3386,0.002814569536423841,10,0,0,0,0,0,0,0,0,0,0,0,0
3211,0.002814569536423841,15,0,0,0,0,0,0,0,0,0,0,0,0
2419,0.002814569536423841,16,0,0,0,0,0,0,0,0,0,0,0,0
2772,0.002814569536423841,10,1,1,1,1,1,1,1,1,1,1,1,1
3067,0.002814569536423841,12,0,0,0,0,0,0,0,0,0,0,0,0
2972,0.002814569536423841,8,0,0,0,1,0,1,0,0,0,0,0,0
3002,0.002814569536423841,7,1,1,1,1,1,1,1,1,1,1,1,1
3231,0.002814569536423841,11,0,0,0,0,0,0,0,0,0,0,0,0
2142,0.002814569536423841,12,1,1,1,1,1,1,1,1,1,1,1,1
2880,0.0026490066225165563,17,0,0,0,0,0,0,0,0,0,0,0,0
2471,0.0026490066225165563,13,0,3,0,2,0,1,0,3,0,0,0,0
3006,0.0026490066225165563,10,1,1,1,1,1,1,1,1,1,1,1,1
2574,0.0026490066225165563,12,0,1,1,1,0,0,2,1,0,0,0,0
3361,0.0026490066225165563,7,0,0,0,0,0,0,0,0,0,0,0,0
3226,0.0026490066225165563,9,1,3,1,1,1,1,2,2,1,1,1,1
2296,0.0026490066225165563,8,1,1,1,1,1,1,1,1,1,1,1,1
2092,0.0026490066225165563,10,0,0,0,0,0,0,0,2,0,0,0,0
3341,0.0026490066225165563,14,0,0,0,0,0,0,0,0,0,0,0,0
2914,0.0026490066225165563,14,0,2,0,2,0,1,1,1,0,0,0,0
2586,0.0026490066225165563,7,0,0,0,0,0,0,1,0,0,0,0,0
3105,0.0026490066225165563,12,0,0,0,0,0,1,0,0,0,0,0,0
1255,0.0026490066225165563,14,0,0,0,0,0,0,0,0,0,0,0,0
3348,0.0026490066225165563,8,0,1,1,1,0,1,1,1,0,1,0,1
3342,0.0024834437086092716,15,0,0,0,0,0,0,0,0,0,0,0,0
3478,0.0024834437086092716,13,0,0,0,0,0,0,0,0,0,0,0,0
3552,0.0024834437086092716,6,0,0,0,0,0,0,0,0,0,0,0,0
3218,0.0024834437086092716,14,0,0,0,0,0,0,1,0,0,0,0,0
3374,0.0024834437086092716,11,0,0,0,1,0,1,0,0,0,0,0,0
3359,0.0024834437086092716,16,0,1,1,1,0,1,1,1,0,0,0,0
3541,0.0024834437086092716,7,0,0,0,0,0,0,0,0,0,0,0,0
3204,0.0024834437086092716,9,0,0,0,0,0,0,0,0,0,0,0,0
3363,0.0024834437086092716,10,0,0,0,0,0,0,0,0,0,0,0,0
1780,0.0024834437086092716,17,0,0,0,0,0,0,0,0,0,0,0,0
2983,0.0024834437086092716,7,1,1,1,1,1,1,1,1,1,1,1,1
2928,0.0024834437086092716,10,1,1,1,3,1,1,1,1,1,1,1,1
3024,0.0024834437086092716,13,2,2,2,3,2,3,2,2,2,2,2,2
3114,0.0024834437086092716,13,0,0,0,0,0,0,0,0,0,0,0,0
2922,0.0024834437086092716,11,0,1,0,0,0,0,1,0,0,0,0,0
3095,0.0024834437086092716,14,0,0,0,0,0,0,0,0,0,0,0,0
3005,0.0024834437086092716,14,0,0,0,0,0,0,0,0,0,0,0,0
2970,0.0024834437086092716,15,1,1,1,1,1,1,1,1,1,1,1,1
2348,0.0024834437086092716,13,0,0,1,1,0,1,1,1,0,0,0,1
2934,0.002317880794701987,10,0,2,0,0,0,1,0,2,0,0,0,0
3376,0.002317880794701987,9,0,0,0,0,0,0,0,0,0,0,0,0
2081,0.002317880794701987,6,0,3,0,1,0,2,1,2,0,0,0,0
3245,0.002317880794701987,9,0,0,0,1,0,1,0,0,0,0,0,0
2297,0.002317880794701987,8,1,2,2,2,1,2,1,2,1,1,1,1
2952,0.002317880794701987,10,0,0,0,0,0,0,0,0,0,0,0,0
3393,0.002317880794701987,7,0,0,0,0,0,0,0,0,0,0,0,0
2720,0.002317880794701987,4,0,0,0,1,0,0,0,1,0,0,0,0
3270,0.002317880794701987,13,0,0,0,0,0,0,0,0,0,0,0,0
2598,0.002317880794701987,14,0,0,0,0,0,0,0,0,0,0,0,0
3167,0.002317880794701987,10,0,0,0,0,0,0,0,0,0,0,0,0
3366,0.002317880794701987,10,0,0,0,0,0,0,0,0,0,0,0,0
3164,0.002317880794701987,14,1,1,1,1,1,1,1,1,1,1,1,1
3357,0.002317880794701987,11,0,0,0,0,0,0,0,0,0,0,0,0
2073,0.002317880794701987,11,0,0,1,0,0,0,0,0,0,0,0,0
3421,0.002317880794701987,6,0,1,0,1,0,2,0,2,0,0,0,0
3080,0.002317880794701987,15,0,0,0,0,0,0,0,0,0,0,0,0
3330,0.002317880794701987,14,0,0,0,0,0,0,0,0,0,0,0,0
3088,0.002317880794701987,11,0,0,0,0,0,0,0,0,0,0,0,0
3098,0.002317880794701987,12,0,0,0,0,0,0,0,0,0,0,0,0
2787,0.002152317880794702,7,0,0,0,0,0,0,0,0,0,0,0,0
2879,0.002152317880794702,18,1,1,1,1,1,1,1,1,1,1,1,1
3471,0.002152317880794702,14,0,0,0,0,0,0,0,0,0,0,0,0
1802,0.002152317880794702,5,0,0,0,0,0,0,0,0,0,0,0,0
3090,0.002152317880794702,16,0,0,0,0,0,0,0,0,0,0,0,0
2925,0.002152317880794702,10,0,0,0,0,0,0,0,0,0,0,0,0
3441,0.002152317880794702,9,0,0,0,0,0,0,0,1,0,0,0,0
3102,0.002152317880794702,7,0,3,1,1,0,1,0,0,0,0,0,0
1294,0.002152317880794702,10,0,0,0,0,0,0,0,0,0,0,0,0
3340,0.002152317880794702,7,0,0,0,0,0,0,0,0,0,0,0,0
3455,0.002152317880794702,11,1,1,1,1,1,1,1,1,1,1,1,1
2815,0.002152317880794702,17,0,0,1,0,0,0,0,1,0,0,0,0
2496,0.002152317880794702,12,0,1,0,0,0,0,0,1,0,0,0,0
2761,0.002152317880794702,9,0,0,0,0,0,0,0,0,0,0,0,0
2971,0.002152317880794702,15,0,0,0,0,0,0,0,1,0,0,0,0
2916,0.002152317880794702,12,0,0,0,0,0,0,0,0,0,0,0,0
981,0.002152317880794702,20,0,0,1,0,0,0,0,0,0,0,0,0
2515,0.002152317880794702,6,0,2,0,0,0,0,0,1,0,0,0,0
2824,0.002152317880794702,13,0,0,0,0,0,0,0,0,0,0,0,0
3259,0.002152317880794702,14,0,0,0,0,0,0,0,0,0,0,0,0
3304,0.002152317880794702,12,0,0,0,0,0,0,0,0,0,0,0,0
2792,0.002152317880794702,4,0,0,0,1,0,0,1,0,0,0,0,0
2533,0.002152317880794702,11,0,1,0,1,0,2,0,1,0,0,0,0
3153,0.002152317880794702,16,0,0,0,0,0,0,0,0,0,0,0,0
2244,0.002152317880794702,10,0,0,1,0,0,1,0,0,0,0,0,0
3438,0.002152317880794702,7,0,0,0,0,0,0,0,0,0,0,0,0
1997,0.002152317880794702,8,0,0,0,0,0,0,0,0,0,0,0,0
2588,0.002152317880794702,5,0,0,0,0,0,0,0,0,0,0,0,0
302,0.002152317880794702,17,0,0,0,0,0,0,0,0,0,0,0,0
